class,cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,gill-color,stalk-shape,ring-number,ring-type,spore-print-color,population,habitat
p,x,s,e,f,c,n,b,t,o,e,w,v,p
e,k,s,g,n,w,b,g,e,t,p,w,s,g
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,f,s,n,y,c,n,b,t,o,e,w,v,d
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,p
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,l
p,k,y,n,y,c,n,b,t,o,e,w,v,d
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,p
e,b,s,w,n,w,b,p,e,t,p,w,s,g
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,d
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,x,s,n,s,c,n,b,t,o,e,w,v,d
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,x,y,e,y,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,k,s,n,s,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,p
p,x,s,e,f,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,k,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,d
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,p
p,k,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,x,y,e,y,c,n,b,t,o,e,w,v,l
p,x,y,e,f,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,k,y,n,y,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,d
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,k,y,e,f,c,n,b,t,o,e,w,v,d
e,x,f,g,n,w,b,w,e,t,p,w,s,g
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,x,s,e,s,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,f,y,n,y,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,d
p,x,y,e,y,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,n,f,c,n,b,t,o,e,w,v,p
e,k,f,w,n,w,b,p,e,t,p,w,n,g
p,x,s,n,f,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,f,y,n,y,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,p
e,b,s,n,n,c,b,o,e,o,p,o,v,l
p,f,s,e,f,c,n,b,t,o,e,w,v,d
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,x,s,e,s,c,n,b,t,o,e,w,v,p
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,p
e,x,s,w,n,w,b,g,e,t,p,w,s,g
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,x,y,e,y,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,l
e,k,f,g,n,w,b,g,e,t,p,w,s,g
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,p
e,b,f,w,n,w,b,w,e,t,p,w,s,g
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,l
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,n,f,c,n,b,t,o,e,w,v,d
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,x,y,e,m,c,b,w,e,n,n,w,c,d
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,p
e,x,s,n,n,c,b,n,e,o,p,y,c,l
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,x,s,n,f,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,p
p,x,y,e,y,c,n,b,t,o,e,w,v,p
p,f,y,e,f,c,n,b,t,o,e,w,v,p
e,x,s,n,n,c,b,n,e,o,p,o,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,k,y,e,y,c,n,b,t,o,e,w,v,l
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,n,y,c,n,b,t,o,e,w,v,p
e,k,s,w,n,w,b,g,e,t,p,w,n,g
p,f,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,f,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,p
p,f,y,e,y,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,p
p,f,y,n,s,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,k,y,n,y,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,k,y,n,y,c,n,b,t,o,e,w,v,l
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,k,s,n,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,y,e,y,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,f,y,n,f,c,n,b,t,o,e,w,v,d
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,f,c,n,b,t,o,e,w,v,p
p,f,y,n,s,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,k,y,e,s,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,x,y,e,y,c,n,b,t,o,e,w,v,d
e,x,f,w,n,w,b,p,e,t,p,w,n,g
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,f,y,n,y,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,l
e,x,f,g,n,w,b,p,e,t,p,w,n,g
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,x,y,e,y,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,k,s,e,y,c,n,b,t,o,e,w,v,p
p,k,y,e,f,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,l
p,x,s,e,s,c,n,b,t,o,e,w,v,p
p,f,y,n,y,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,p
e,k,f,w,n,w,b,p,e,t,p,w,n,g
p,k,y,n,f,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,l
p,x,y,e,y,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,l
p,f,y,n,f,c,n,b,t,o,e,w,v,d
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,k,s,e,f,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,f,y,n,y,c,n,b,t,o,e,w,v,p
p,f,s,n,s,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,k,s,e,f,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,f,s,n,s,c,n,b,t,o,e,w,v,p
e,x,s,n,n,c,b,n,e,o,p,b,v,l
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,k,s,n,y,c,n,b,t,o,e,w,v,l
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,f,s,n,y,c,n,b,t,o,e,w,v,d
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,f,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,p
p,f,y,e,y,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,k,s,e,y,c,n,b,t,o,e,w,v,l
p,x,y,e,f,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,x,s,n,f,c,n,b,t,o,e,w,v,d
p,k,y,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,p
p,f,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,f,y,e,y,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,d
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,f,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,p
e,x,s,g,n,w,b,p,e,t,p,w,n,g
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,x,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,k,y,n,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,d
p,k,y,n,y,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,k,s,n,f,c,n,b,t,o,e,w,v,p
p,x,s,n,f,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,f,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,p
p,x,y,e,s,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,s,e,f,c,n,b,t,o,e,w,v,p
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,l
p,x,s,n,f,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,f,y,n,y,c,n,b,t,o,e,w,v,p
p,k,y,n,y,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,y,n,y,c,n,b,t,o,e,w,v,p
p,f,y,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,f,y,n,y,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,l
p,k,s,n,s,c,n,b,t,o,e,w,v,d
p,x,y,e,f,c,n,b,t,o,e,w,v,p
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,p
e,b,f,g,n,w,b,p,e,t,p,w,s,g
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,k,s,n,s,c,n,b,t,o,e,w,v,p
e,b,s,n,n,c,b,o,e,o,p,y,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,k,y,c,m,c,b,w,e,n,n,w,c,d
p,x,s,e,s,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,l
p,f,s,n,f,c,n,b,t,o,e,w,v,d
p,f,s,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,d
p,f,y,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,f,y,e,s,c,n,b,t,o,e,w,v,p
p,f,s,e,f,c,n,b,t,o,e,w,v,l
p,f,s,e,f,c,n,b,t,o,e,w,v,p
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,x,s,e,f,c,n,b,t,o,e,w,v,d
p,k,y,e,s,c,n,b,t,o,e,w,v,p
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,d
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,k,s,n,f,c,n,b,t,o,e,w,v,p
p,f,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,d
p,f,y,e,y,c,n,b,t,o,e,w,v,p
p,f,y,e,s,c,n,b,t,o,e,w,v,l
p,f,y,n,f,c,n,b,t,o,e,w,v,d
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,s,n,s,c,n,b,t,o,e,w,v,d
p,f,s,e,f,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,d
p,k,y,n,y,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,f,y,n,f,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,e,f,c,n,b,t,o,e,w,v,p
p,x,s,e,f,c,n,b,t,o,e,w,v,d
p,f,y,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,f,s,e,s,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,p
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,f,s,e,s,c,n,b,t,o,e,w,v,d
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,e,f,c,n,b,t,o,e,w,v,d
p,x,y,e,s,c,n,b,t,o,e,w,v,l
p,x,s,n,y,c,n,b,t,o,e,w,v,p
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,f,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,f,y,n,f,c,n,b,t,o,e,w,v,l
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,x,s,n,s,c,n,b,t,o,e,w,v,l
p,f,s,e,y,c,n,b,t,o,e,w,v,d
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,f,s,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,f,y,e,y,c,n,b,t,o,e,w,v,d
p,x,y,e,s,c,n,b,t,o,e,w,v,p
p,k,y,n,y,c,n,b,t,o,e,w,v,l
p,f,y,n,y,c,n,b,t,o,e,w,v,l
p,x,y,e,f,c,n,b,t,o,e,w,v,l
p,f,s,n,y,c,n,b,t,o,e,w,v,p
p,x,s,e,s,c,n,b,t,o,e,w,v,d
p,f,s,e,y,c,n,b,t,o,e,w,v,d
e,x,f,g,n,w,b,g,e,t,p,w,s,g
p,x,s,e,y,c,n,b,t,o,e,w,v,p
p,f,s,n,f,c,n,b,t,o,e,w,v,l
p,f,s,n,s,c,n,b,t,o,e,w,v,p
p,x,s,e,f,c,n,b,t,o,e,w,v,l
p,x,s,e,y,c,n,b,t,o,e,w,v,l
p,x,s,e,s,c,n,b,t,o,e,w,v,l
p,f,y,e,y,c,n,b,t,o,e,w,v,d
e,b,f,g,n,w,b,w,e,t,p,w,s,g
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,y,e,f,c,n,b,t,o,e,w,v,d
p,f,y,n,s,c,n,b,t,o,e,w,v,d
p,f,s,n,f,c,n,b,t,o,e,w,v,l
